Player,Runs,Average Runs,Strike Rate,Centuries,Half Centuries,Highest Run,No. of Balls,Average Balls Faced
Ravi Shastri,185.0,16.82,70.42,0,1,57.0,342.0,32
Ravichandran Ashwin,40.0,6.67,88.55,0,0,16.0,61.0,11
Ravindra Jadeja,254.0,23.09,104.67,0,1,77.0,236.0,22
Ray Price,37.0,9.25,81.05,0,0,11.0,59.0,15
Reece Topley,16.0,5.33,88.09,0,0,15.0,9.0,3
Reeza Hendricks,97.0,48.5,88.24,0,1,85.0,94.0,47
Regis Chakabva,114.0,12.67,45.69,0,0,35.0,205.0,23
Reinout Scholte,16.0,5.33,26.31,0,0,8.0,56.0,19
Reon King,1.0,1.0,3.33,0,0,1.0,30.0,30
Riaan Walters,0.0,0.0,0.0,0,0,0.0,5.0,3
Ricardo Powell,117.0,19.5,112.06,0,1,50.0,90.0,15
Richard Collinge,8.0,4.0,75.0,0,0,6.0,10.0,5
Richard Hadlee,149.0,14.9,62.6,0,0,42.0,244.0,25
Richard Illingworth,31.0,6.2,94.0,0,0,14.0,37.0,8
Richard Snell,24.0,6.0,116.88,0,0,11.0,20.0,5
Richie Berrington,139.0,23.17,81.56,0,1,50.0,183.0,31
Richie Richardson,639.0,31.95,49.22,1,5,110.0,1016.0,51
Rick Darling,51.0,17.0,58.08,0,0,25.0,102.0,34
Rick McCosker,113.0,28.25,32.16,0,1,73.0,240.0,60
Ricky Ponting,1743.0,41.5,74.1,5,11,140.0,2180.0,52
Ridley Jacobs,270.0,33.75,57.61,0,3,80.0,500.0,63
Rilee Rossouw,210.0,42.0,117.55,0,2,61.0,180.0,36
Rishabh Pant,116.0,29.0,96.14,0,0,48.0,130.0,33
Rizwan Cheema,76.0,12.67,96.08,0,0,37.0,72.0,12
Rob Taylor,7.0,2.33,38.89,0,0,4.0,18.0,6
Robert Callender,0.0,0.0,0.0,0,0,0.0,5.0,3
Robert Croft,12.0,12.0,48.0,0,0,12.0,25.0,25
Robert Kennedy,2.0,2.0,66.66,0,0,2.0,3.0,3
Robert van Oosterom,7.0,3.5,41.66,0,0,5.0,19.0,10
Robin Brown,110.0,15.71,26.86,0,0,38.0,334.0,48
Robin Peterson,55.0,7.86,95.76,0,0,22.0,53.0,8
Robin Singh,157.0,26.17,76.14,0,1,75.0,195.0,33
Robin Smith,293.0,29.3,46.23,0,2,91.0,466.0,47
Robin Uthappa,30.0,10.0,64.87,0,0,18.0,48.0,16
Rod Latham,136.0,19.43,54.72,0,1,60.0,218.0,32
Rod Marsh,209.0,20.9,79.26,0,2,52.0,232.0,24
Rodney Hogg,29.0,5.8,50.6,0,0,19.0,43.0,9
Roelof van der Merwe,68.0,8.5,69.97,0,0,29.0,85.0,11
Roger Binny,73.0,10.43,33.21,0,0,27.0,139.0,20
Roger Harper,118.0,9.08,83.21,0,0,24.0,155.0,12
Roger Twose,493.0,32.87,63.05,0,4,92.0,663.0,45
Rohan Kanhai,54.0,18.0,59.45,0,0,24.0,93.0,31
Rohan Mustafa,8.0,2.0,26.38,0,0,4.0,29.0,8
Rohit Sharma,1575.0,56.25,96.31,7,13,140.0,1493.0,54
Roland Holder,5.0,2.5,27.77,0,0,5.0,12.0,6
Roland Lefebvre,135.0,15.0,70.07,0,0,45.0,197.0,22
Romesh Kaluwitharana,163.0,14.82,87.42,0,1,57.0,178.0,17
Ronnie Irani,12.0,6.0,85.71,0,0,12.0,9.0,5
Roshan Mahanama,596.0,28.38,59.88,0,5,89.0,1054.0,51
Ross Edwards,138.0,46.0,54.49,0,2,80.0,171.0,57
Ross Taylor,1002.0,33.4,63.08,1,7,131.0,1354.0,46
Roy Dias,310.0,31.0,46.33,0,3,80.0,537.0,54
Roy Fredericks,109.0,27.25,73.5,0,1,58.0,168.0,42
Rubel Hossain,20.0,2.22,31.93,0,0,9.0,40.0,5
Rudi van Vuuren,26.0,5.2,34.74,0,0,14.0,38.0,8
Rumesh Ratnayake,81.0,10.12,67.75,0,0,20.0,116.0,15
Russel Arnold,210.0,12.35,75.2,0,1,50.0,314.0,19
Ruvindu Gunasekera,53.0,10.6,38.55,0,0,24.0,124.0,25
Ruwan Kalpage,67.0,11.17,67.9,0,0,14.0,111.0,19
Ryan Klein,8.0,8.0,53.33,0,0,8.0,15.0,15
Ryan Watson,53.0,17.67,45.08,0,0,31.0,107.0,36
Ryan ten Doeschate,435.0,48.33,76.21,2,5,119.0,492.0,55
Sabbir Rahman,218.0,27.25,86.69,0,1,53.0,222.0,28
Sachin Tendulkar,2278.0,51.77,79.97,6,21,152.0,2560.0,59
Sachithra Senanayake,7.0,7.0,87.5,0,0,7.0,8.0,8
Sadagoppan Ramesh,144.0,28.8,75.27,0,1,55.0,219.0,44
Sadeera Samarawickrama,373.0,41.44,87.27,1,3,108.0,365.0,41
Sadiq Mohammad,189.0,27.0,46.68,0,2,74.0,352.0,51
Saeed Ajmal,1.0,0.5,10.0,0,0,1.0,10.0,5
Saeed Anwar,915.0,43.57,78.6,3,6,113.0,1157.0,56
Sajid Mahmood,2.0,0.5,25.0,0,0,2.0,5.0,2
Saleem Elahi,102.0,25.5,85.69,0,1,63.0,150.0,38
Saleem Jaffar,9.0,3.0,27.78,0,0,8.0,21.0,7
Saleem Malik,591.0,25.7,71.57,1,5,100.0,715.0,32
Saleem Mukuddem,0.0,0.0,0.0,0,0,0.0,4.0,2
Saleem Raza,137.0,34.25,97.32,0,1,84.0,136.0,34
Saleem Yousuf,112.0,18.67,127.94,0,1,56.0,91.0,16
Salman Agha,51.0,51.0,113.33,0,1,51.0,45.0,45
Sam Curran,35.0,11.67,63.49,0,0,14.0,57.0,19
Samiullah Shinwari,328.0,36.44,62.8,0,2,96.0,536.0,60
Samuel Walusimbi,38.0,12.67,29.31,0,0,16.0,126.0,42
Sanath Jayasuriya,1165.0,31.49,79.55,3,9,120.0,1285.0,35
Sandeep Gupta,1.0,0.5,7.14,0,0,1.0,8.0,4
Sandeep Patil,216.0,27.0,76.5,0,2,51.0,240.0,30
Sanjay Manjrekar,295.0,26.82,59.24,0,1,62.0,441.0,41
Sanjayan Thuraisingam,25.0,8.33,70.95,0,0,13.0,39.0,13
Sanuar Hossain,63.0,10.5,85.65,0,0,25.0,86.0,15
Saqib Zulfiqar,13.0,6.5,37.77,0,0,10.0,33.0,17
Saqlain Haider,7.0,7.0,58.33,0,0,7.0,12.0,12
Saqlain Mushtaq,56.0,5.6,42.15,0,0,21.0,121.0,13
Sarel Burger,11.0,5.5,67.86,0,0,6.0,20.0,10
Sarfaraz Ahmed,303.0,27.55,91.58,1,2,101.0,353.0,33
Sarfraz Nawaz,65.0,8.12,55.77,0,0,17.0,88.0,11
Saud Shakeel,241.0,34.43,91.82,0,2,68.0,246.0,36
Sayed Shirzad,25.0,25.0,147.05,0,0,25.0,17.0,17
Scott Edwards,259.0,28.78,66.91,0,2,78.0,298.0,34
Scott Styris,909.0,41.32,86.66,2,8,141.0,1026.0,47
Sean Davies,9.0,9.0,25.71,0,0,9.0,35.0,35
Sean Ervine,43.0,21.5,142.28,0,0,31.0,33.0,17
Sean Williams,492.0,44.73,100.82,0,5,96.0,486.0,45
Seekkuge Prasanna,12.0,6.0,70.91,0,0,9.0,16.0,8
Seren Waters,38.0,9.5,45.83,0,0,17.0,90.0,23
Shadab Khan,164.0,14.91,93.05,0,0,43.0,159.0,15
Shafiqullah,30.0,30.0,46.87,0,0,30.0,64.0,64
Shafiuddin Ahmed,2.0,2.0,66.66,0,0,2.0,3.0,3
Shafiul Islam,26.0,5.2,22.35,0,0,24.0,50.0,10
Shahadat Hossain,0.0,0.0,0.0,0,0,0.0,2.0,2
Shaheen Shah Afridi,56.0,7.0,66.08,0,0,25.0,66.0,9
Shahid Afridi,325.0,13.54,110.5,0,0,37.0,289.0,13
Shahid Mahboob,100.0,33.33,58.65,0,1,77.0,167.0,56
Shahriar Hossain,41.0,13.67,35.0,0,0,39.0,68.0,23
Shahriar Nafees,73.0,9.12,36.27,0,0,37.0,148.0,19
Shai Hope,274.0,34.25,57.24,0,3,96.0,389.0,49
Shaiman Anwar,311.0,51.83,82.97,1,3,106.0,340.0,57
Shakib Al Hasan,1332.0,37.0,68.9,2,13,124.0,1619.0,45
Shane Bond,7.0,1.4,24.0,0,0,3.0,25.0,5
Shane Lee,11.0,5.5,57.5,0,0,9.0,18.0,9
Shane Thomson,101.0,20.2,75.64,0,0,31.0,147.0,30
Shane Warne,66.0,7.33,56.69,0,0,24.0,72.0,8
Shane Watson,643.0,33.84,113.76,0,6,94.0,595.0,32
Shannon Gabriel,3.0,1.5,21.43,0,0,3.0,10.0,5
Shapoor Zadran,17.0,3.4,74.0,0,0,12.0,21.0,5
Shariz Ahmad,6.0,6.0,75.0,0,0,6.0,8.0,8
Shaukat Dukanwala,84.0,21.0,67.83,0,0,40.0,139.0,35
Shaun Marsh,26.0,13.0,60.89,0,0,23.0,35.0,18
Shaun Pollock,279.0,13.95,68.72,0,1,52.0,369.0,19
Shaun Tait,0.0,0.0,0.0,0,0,0.0,1.0,1
Sheldon Cottrell,33.0,6.6,60.54,0,0,15.0,47.0,10
Shem Ngoche,0.0,0.0,0.0,0,0,0.0,3.0,1
Sherwin Campbell,112.0,14.0,37.18,0,0,47.0,249.0,32
Shikhar Dhawan,537.0,53.7,81.79,3,4,137.0,570.0,57
Shimron Hetmyer,257.0,32.12,102.53,0,2,54.0,253.0,32
Shiraz Sumar,4.0,4.0,36.36,0,0,4.0,11.0,11
Shivnarine Chanderpaul,970.0,34.64,63.31,1,8,102.0,1561.0,56
Shoaib Akhtar,76.0,8.44,68.71,0,0,43.0,68.0,8
Shoaib Malik,100.0,16.67,52.74,0,1,62.0,122.0,21
Shoaib Mohammad,0.0,0.0,0.0,0,0,0.0,1.0,1
Shoriful Islam,28.0,4.67,93.45,0,0,12.0,28.0,5
Shreyas Iyer,530.0,48.18,96.67,2,5,128.0,468.0,43
Shubman Gill,354.0,39.33,103.16,0,4,92.0,331.0,37
Sidath Wettimuny,128.0,21.33,38.43,0,1,50.0,317.0,53
Sikandar Raza,125.0,20.83,96.02,0,0,46.0,126.0,21
Sikander Bakht,3.0,1.5,17.76,0,0,2.0,23.0,12
Simon O'Donnell,15.0,3.75,36.82,0,0,7.0,33.0,9
Sohaib Maqsood,153.0,25.5,76.72,0,1,50.0,176.0,30
Sohail Khan,21.0,4.2,52.95,0,0,7.0,42.0,9
Solomon Mire,64.0,12.8,59.86,0,0,27.0,104.0,21
Somachandra De Silva,148.0,14.8,43.72,0,0,35.0,298.0,30
Soumya Sarkar,341.0,24.36,91.7,0,1,51.0,362.0,26
Sourav Ganguly,1006.0,47.9,66.15,4,7,183.0,1298.0,62
Sridharan Jeganathan,24.0,8.0,58.58,0,0,20.0,35.0,12
Srinivas Venkataraghavan,49.0,12.25,59.54,0,0,26.0,99.0,25
Stanley De Silva,10.0,10.0,28.57,0,0,10.0,35.0,35
Stefan Swanepoel,43.0,8.6,43.36,0,0,23.0,94.0,19
Stephen Boock,19.0,6.33,79.17,0,0,12.0,16.0,6
Stephen Fleming,1075.0,32.58,76.49,2,7,134.0,1398.0,43
Stephen Peall,9.0,4.5,32.14,0,0,9.0,18.0,9
Steve Elworthy,25.0,8.33,58.05,0,0,23.0,47.0,16
Steve Palframan,45.0,15.0,63.1,0,0,28.0,64.0,22
Steve Tikolo,768.0,28.44,59.51,0,8,96.0,1128.0,42
Steve Waugh,978.0,32.6,79.11,1,7,120.0,1207.0,41
Steven Finn,2.0,0.67,38.89,0,0,1.0,15.0,5
Steven Lubbers,24.0,6.0,84.7,0,0,9.0,37.0,10
Steven Outerbridge,9.0,4.5,28.12,0,0,9.0,20.0,10
Steven Smith,1136.0,37.87,87.32,1,11,105.0,1304.0,44
Stuart Broad,18.0,3.0,48.33,0,0,9.0,28.0,5
Stuart Carlisle,62.0,12.4,54.95,0,0,27.0,106.0,22
Stuart Law,204.0,34.0,94.38,0,1,72.0,238.0,40
Stuart Matsikenyeri,127.0,25.4,68.65,0,1,73.0,154.0,31
Stuart Thompson,14.0,7.0,90.0,0,0,12.0,17.0,9
Stuart Williams,17.0,5.67,33.33,0,0,14.0,35.0,12
Subroto Banerjee,36.0,18.0,139.24,0,0,25.0,25.0,13
Sudath Pasqual,24.0,12.0,69.23,0,0,23.0,28.0,14
Sulieman Benn,26.0,3.71,110.71,0,0,9.0,42.0,6
Sultan Zarawani,16.0,4.0,32.64,0,0,13.0,36.0,9
Sunil Ambris,36.0,18.0,80.41,0,0,31.0,46.0,23
Sunil Dhaniram,81.0,27.0,92.5,0,0,34.0,87.0,29
Sunil Gavaskar,561.0,29.53,60.27,1,5,103.0,978.0,52
Sunil Jayasinghe,1.0,1.0,33.33,0,0,1.0,3.0,3
Sunil Wettimuny,136.0,45.33,62.6,0,2,67.0,242.0,81
Suranga Lakmal,34.0,8.5,70.45,0,0,15.0,50.0,13
Suresh Raina,358.0,39.78,98.59,1,3,110.0,333.0,37
Surinder Khanna,17.0,5.67,34.19,0,0,10.0,45.0,15
Suryakumar Yadav,106.0,15.14,108.43,0,0,49.0,105.0,15
Swapnil Patil,140.0,23.33,47.66,0,1,57.0,253.0,43
Sybrand Engelbrecht,300.0,37.5,65.35,0,2,70.0,450.0,57
Syed Abid Ali,70.0,70.0,71.42,0,1,70.0,98.0,98
Syed Kirmani,61.0,10.17,37.93,0,0,24.0,146.0,25
Syed Rasel,16.0,4.0,67.73,0,0,10.0,34.0,9
Tabraiz Shamsi,9.0,3.0,62.22,0,0,4.0,15.0,5
Tafadzwa Kamungozi,6.0,3.0,33.33,0,0,6.0,9.0,5
Tahir Naqqash,0.0,0.0,0.0,0,0,0.0,0.0,0
Talha Jubair,4.0,4.0,50.0,0,0,4.0,8.0,8
Tamim Iqbal,718.0,24.76,61.64,0,4,95.0,982.0,34
Tanmay Mishra,170.0,21.25,43.44,0,2,72.0,261.0,33
Tanzid Hasan,145.0,16.11,83.49,0,1,51.0,152.0,17
Tanzim Hasan Sakib,5.0,5.0,83.33,0,0,5.0,6.0,6
Tapash Baisya,7.0,2.33,25.44,0,0,5.0,31.0,11
Tariq Iqbal,17.0,8.5,27.5,0,0,16.0,52.0,26
Tariq Javed,15.0,5.0,26.5,0,0,8.0,77.0,26
Taskin Ahmed,50.0,6.25,32.55,0,0,17.0,97.0,13
Tatenda Taibu,306.0,25.5,62.52,0,3,98.0,443.0,37
Taufeeq Umar,91.0,30.33,61.73,0,0,48.0,146.0,49
Tauseef Ahmed,1.0,0.5,16.66,0,0,1.0,4.0,2
Tawanda Mupariwa,19.0,4.75,76.78,0,0,18.0,14.0,4
Teja Nidamanuru,164.0,23.43,87.05,0,1,54.0,167.0,24
Temba Bavuma,145.0,18.12,75.59,0,0,35.0,197.0,25
Tendai Chatara,23.0,4.6,46.91,0,0,16.0,35.0,7
Terry Duffin,12.0,12.0,54.54,0,0,12.0,22.0,22
Tharindu Kaushal,0.0,0.0,0.0,0,0,0.0,1.0,1
Thilan Samaraweera,110.0,15.71,82.13,0,0,34.0,149.0,22
Thisara Perera,167.0,11.93,116.68,0,0,47.0,138.0,10
Thomas Odoyo,463.0,20.13,65.29,0,1,51.0,680.0,30
Tillakaratne Dilshan,1112.0,44.48,83.11,4,8,161.0,1196.0,48
Tim Bresnan,41.0,8.2,80.92,0,0,20.0,50.0,10
Tim May,16.0,5.33,83.33,0,0,15.0,13.0,5
Tim Robinson,142.0,20.29,46.7,0,1,55.0,254.0,37
Tim Southee,60.0,6.67,73.04,0,0,12.0,76.0,9
Tim de Leede,223.0,17.15,44.9,0,1,58.0,377.0,29
Tinashe Panyangara,33.0,4.71,61.45,0,0,10.0,64.0,10
Tito Odumbe,54.0,10.8,39.74,0,0,20.0,130.0,26
Tom Cooper,174.0,29.0,69.34,0,1,55.0,259.0,44
Tom Hogan,24.0,6.0,63.05,0,0,11.0,30.0,8
Tom Latham,310.0,18.24,64.26,0,3,68.0,386.0,23
Tom Moody,329.0,20.56,67.92,0,3,57.0,449.0,29
Tom de Grooth,50.0,10.0,45.72,0,0,28.0,88.0,18
Tony Greig,29.0,7.25,44.58,0,0,9.0,69.0,18
Tony Opatha,29.0,9.67,42.59,0,0,18.0,55.0,19
Tony Suji,28.0,5.6,59.22,0,0,14.0,54.0,11
Towhid Hridoy,164.0,27.33,117.15,0,1,74.0,210.0,35
Travis Friend,21.0,21.0,105.0,0,0,21.0,20.0,20
Travis Head,329.0,54.83,101.15,2,3,137.0,258.0,43
Trent Boult,31.0,3.1,52.5,0,0,10.0,47.0,5
Trent Johnston,171.0,14.25,89.24,0,0,30.0,190.0,16
Trevor Chappell,139.0,34.75,58.88,1,1,110.0,179.0,45
Trevor Laughlin,8.0,8.0,36.36,0,0,8.0,22.0,22
Tushar Imran,57.0,28.5,48.38,0,0,48.0,105.0,53
Tyson Gordon,23.0,5.75,44.32,0,0,9.0,53.0,14
Umar Akmal,404.0,31.08,81.27,0,2,71.0,480.0,37
Umar Bhatti,11.0,5.5,42.86,0,0,10.0,30.0,15
Umar Gul,49.0,8.17,71.17,0,0,34.0,52.0,9
Umesh Yadav,0.0,0.0,0.0,0,0,0.0,5.0,5
Upul Chandana,9.0,4.5,20.45,0,0,9.0,23.0,12
Upul Tharanga,697.0,33.19,63.66,2,6,133.0,923.0,44
Usama Mir,0.0,0.0,0.0,0,0,0.0,3.0,3
Usman Ghani,12.0,6.0,31.57,0,0,12.0,22.0,11
Usman Khawaja,316.0,35.11,90.37,0,2,89.0,358.0,40
Vanburn Holder,16.0,16.0,57.14,0,0,16.0,28.0,28
Vasbert Drakes,42.0,10.5,60.24,0,0,25.0,70.0,18
Venkatapathy Raju,4.0,1.33,58.33,0,0,3.0,5.0,2
Venkatesh Prasad,4.0,0.8,17.78,0,0,2.0,15.0,3
Vernon Philander,10.0,5.0,83.33,0,0,10.0,8.0,4
Vic Marks,18.0,6.0,59.26,0,0,8.0,38.0,13
Vijay Mehra,44.0,11.0,35.3,0,0,29.0,112.0,28
Vijay Shankar,58.0,19.33,81.47,0,0,29.0,75.0,25
Vikramjit Singh,98.0,16.33,52.37,0,1,52.0,150.0,25
Vince Hogg,7.0,7.0,36.84,0,0,7.0,19.0,19
Vinod Kambli,205.0,18.64,52.65,1,1,106.0,284.0,26
Vinothen John,46.0,5.11,47.29,0,0,15.0,85.0,10
Virat Kohli,1795.0,48.51,79.34,5,17,117.0,2035.0,55
Virender Sehwag,843.0,38.32,93.98,2,5,175.0,794.0,37
Viv Richards,1008.0,50.4,76.82,3,8,181.0,1180.0,59
Vusi Sibanda,134.0,26.8,48.67,0,2,67.0,163.0,33
Wahab Riaz,179.0,12.79,133.28,0,1,54.0,171.0,13
Wajahatullah Wasti,151.0,30.2,46.01,0,1,84.0,266.0,54
Waqar Younis,32.0,5.33,59.92,0,0,11.0,64.0,11
Warren Lees,88.0,14.67,80.09,0,0,26.0,110.0,19
Wasim Akram,426.0,14.2,93.91,0,0,43.0,421.0,15
Wasim Bari,87.0,10.88,61.88,0,0,34.0,166.0,21
Wasim Haider,26.0,13.0,41.21,0,0,13.0,70.0,35
Wasim Raja,154.0,19.25,66.67,0,1,58.0,203.0,26
Wavell Hinds,108.0,18.0,72.31,0,1,64.0,134.0,23
Wayne Daniel,16.0,16.0,133.33,0,0,16.0,12.0,12
Wayne James,35.0,11.67,50.29,0,0,17.0,79.0,27
Wayne Larkins,7.0,3.5,9.46,0,0,7.0,38.0,19
Wayne Parnell,17.0,8.5,30.36,0,0,17.0,29.0,15
Wesley Barresi,236.0,23.6,61.64,0,0,44.0,344.0,35
Will Young,206.0,34.33,68.42,0,2,70.0,246.0,41
William Porterfield,627.0,29.86,46.25,1,5,107.0,1058.0,51
Willie Watson,29.0,5.8,63.96,0,0,12.0,52.0,11
Winston Benjamin,69.0,6.9,94.33,0,0,24.0,81.0,9
Winston Davis,0.0,0.0,0.0,0,0,0.0,2.0,2
Xavier Doherty,0.0,0.0,0.0,0,0,0.0,1.0,1
Yashpal Sharma,240.0,30.0,63.21,0,2,89.0,375.0,47
Yasir Shah,13.0,13.0,56.52,0,0,13.0,23.0,23
Younis Khan,349.0,19.39,51.5,0,2,72.0,493.0,28
Yunus Badat,1.0,0.5,12.5,0,0,1.0,7.0,4
Yusuf Pathan,74.0,12.33,100.0,0,0,30.0,64.0,11
Yuvraj Singh,738.0,35.14,83.8,1,8,113.0,817.0,39
Yuzvendra Chahal,5.0,5.0,100.0,0,0,5.0,5.0,5
Zaheer Abbas,597.0,42.64,61.11,1,5,103.0,762.0,55
Zaheer Khan,52.0,4.73,60.77,0,0,15.0,70.0,7
Zahid Fazal,13.0,6.5,24.52,0,0,11.0,50.0,25
Zubin Surkari,104.0,17.33,41.88,0,0,34.0,231.0,39
Zulfiqar Ali,39.0,13.0,44.34,0,0,30.0,76.0,26
Zunaed Siddique,114.0,19.0,65.97,0,0,37.0,159.0,27
